,version_count,total_gross
1341,25.0,117723989.0
1343,8.0,103068524.0
1345,1.0,87039965.0
1346,7.0,85028192.0
1347,5.0,80238724.0
1348,7.0,66380662.0
1350,4.0,63300095.0
1355,5.0,56746769.0
1356,2.0,55389516.0
1358,2.0,55185045.0
1359,2.0,54580300.0
1360,3.0,53606916.0
1362,21.0,53262560.0
1363,27.0,52543354.0
1364,2.0,52075270.0
1369,9.0,49130154.0
1370,7.0,48071303.0
1372,10.0,47326473.0
1373,4.0,44467206.0
1375,9.0,42930462.0
1376,2.0,42754105.0
1377,4.0,42073277.0
1379,7.0,41152203.0
1380,4.0,41034350.0
1381,36.0,39322544.0
1382,3.0,37729698.0
1384,8.0,35074677.0
1386,2.0,35017297.0
1387,20.0,33637582.0
1388,10.0,32244051.0
1389,2.0,31715062.0
1391,1.0,31273922.0
1392,4.0,30652890.0
1393,1.0,30610863.0
1394,4.0,30101577.0
1395,2.0,30060660.0
1396,6.0,28842237.0
1397,4.0,28544157.0
1398,2.0,28444855.0
1399,1.0,27838408.0
1400,1.0,27693292.0
1401,6.0,26414527.0
1402,2.0,26024456.0
1403,7.0,25888412.0
1405,22.0,25135965.0
1406,6.0,25107267.0
1407,1.0,24540079.0
1408,7.0,24307086.0
1409,2.0,24149632.0
1410,11.0,24077427.0
1411,1.0,22486409.0
1412,4.0,21819348.0
1413,1.0,21158188.0
1414,7.0,21148651.0
1415,1.0,20534907.0
1416,4.0,19806188.0
1418,17.0,19075290.0
1419,6.0,19019882.0
1420,17.0,18848538.0
1421,5.0,18848430.0
1422,6.0,18620000.0
1424,9.0,17742948.0
1425,6.0,17609452.0
1426,8.0,17390770.0
1427,8.0,17142080.0
1428,5.0,17044981.0
1429,1.0,16734283.0
1430,1.0,16124543.0
1433,5.0,15680099.0
1434,1.0,15589393.0
1435,5.0,15298133.0
1436,5.0,15070285.0
1437,1.0,15032800.0
1439,1.0,14444502.0
1440,7.0,14379751.0
1441,4.0,14190901.0
1442,4.0,14161590.0
1443,3.0,13684249.0
1444,7.0,13657115.0
1445,11.0,13414714.0
1446,1.0,13011160.0
1447,19.0,12634962.0
1448,6.0,12251640.0
1449,7.0,12050299.0
1450,3.0,11814019.0
1451,7.0,11682205.0
1452,14.0,11670971.0
1453,3.0,10223896.0
1455,6.0,10010209.0
1456,4.0,9495408.0
1459,5.0,8293784.0
1460,4.0,8291572.0
1461,1.0,8130530.0
1462,6.0,8050977.0
1463,13.0,7696134.0
1464,4.0,7371706.0
1465,5.0,6532619.0
1466,7.0,6451628.0
1467,6.0,6382924.0
1468,2.0,6330054.0
1471,4.0,5909483.0
1472,1.0,5842961.0
1473,8.0,5571497.0
1475,2.0,4623189.0
1477,10.0,4571521.0
1478,4.0,4222923.0
1479,4.0,4161625.0
1481,15.0,4059680.0
1483,5.0,3763583.0
1484,14.0,3681066.0
1490,5.0,3310031.0
1491,5.0,3209481.0
1493,6.0,3165544.0
1497,5.0,3050532.0
1498,25.0,3033623.0
1499,5.0,2850357.0
1501,2.0,2609412.0
1503,15.0,2375097.0
1504,18.0,2372744.0
1505,2.0,2229058.0
1507,12.0,2205627.0
1508,10.0,2106838.0
1511,3.0,1647083.0
1515,1.0,1361512.0
1517,14.0,1315701.0
1519,2.0,1237615.0
1520,12.0,1189612.0
1522,2.0,1069318.0
1523,6.0,1066748.0
1524,17.0,1060512.0
1527,6.0,1044143.0
1528,4.0,1032075.0
1530,21.0,1024640.0
1531,5.0,1022324.0
1533,5.0,1015122.0
1534,1.0,950675.0
1535,1.0,941414.0
1539,8.0,792200.0
1542,2.0,626164.0
1544,18.0,591165.0
1545,11.0,551281.0
1547,2.0,539879.0
1548,1.0,536825.0
1550,4.0,517872.0
1552,29.0,494608.0
1553,5.0,490475.0
1554,3.0,480811.0
1555,4.0,426880.0
1560,8.0,316319.0
1563,7.0,307233.0
1565,7.0,288552.0
1567,4.0,268254.0
1568,3.0,266967.0
1570,1.0,263192.0
1571,7.0,260562.0
1573,7.0,238609.0
1574,3.0,206272.0
1576,19.0,201275.0
1577,11.0,201149.0
1578,6.0,180237.0
1579,1.0,173472.0
1580,14.0,164308.0
1582,1.0,160276.0
1584,1.0,152322.0
1586,12.0,150277.0
1587,1.0,146750.0
1595,8.0,87626.0
1596,11.0,84733.0
1600,8.0,75076.0
1602,10.0,59989.0
1605,5.0,52819.0
1609,11.0,41196.0
1610,1.0,36849.0
1611,1.0,33543.0
1619,2.0,15927.0
1621,6.0,14328.0
1626,6.0,403706375.0
1627,7.0,373585825.0
1628,6.0,336530303.0
1629,9.0,304360277.0
1630,10.0,262030663.0
1631,6.0,250690539.0
1632,9.0,229242989.0
1633,5.0,227946274.0
1634,7.0,217536138.0
1635,10.0,204843345.0
1637,19.0,191719337.0
1638,7.0,190418803.0
1639,5.0,179495555.0
1641,1.0,177200000.0
1642,6.0,172956409.0
1643,8.0,168368427.0
1644,8.0,167445960.0
1645,11.0,166112167.0
1646,8.0,163566459.0
1647,5.0,163479795.0
1648,10.0,162001186.0
1649,12.0,153952592.0
1651,32.0,150117807.0
1652,6.0,148478011.0
1653,8.0,148313048.0
1654,8.0,148213377.0
1655,13.0,146336178.0
1656,15.0,142614158.0
1657,6.0,142109382.0
1658,9.0,141340178.0
1659,18.0,140088813.0
1660,2.0,140035367.0
1661,6.0,138608444.0
1662,10.0,138447667.0
1663,7.0,137355633.0
1664,6.0,136314294.0
1665,4.0,135645823.0
1666,31.0,133668525.0
1668,2.0,127120029.0
1669,10.0,126680884.0
1670,4.0,126293452.0
1671,6.0,125305545.0
1672,13.0,125014030.0
1673,6.0,124870275.0
1674,1.0,124728738.0
1675,6.0,124033791.0
1676,5.0,121463226.0
1677,4.0,120908074.0
1679,1.0,119654823.0
1680,7.0,119394840.0
1681,11.0,119219978.0
1682,22.0,118311368.0
1683,11.0,117727224.0
1684,1.0,116934650.0
1685,13.0,116395460.0
1686,4.0,115802596.0
1687,6.0,115646235.0
1689,6.0,113330342.0
1691,2.0,110359362.0
1692,4.0,110332737.0
1693,8.0,108638745.0
1694,6.0,107533928.0
1695,7.0,107100855.0
1696,4.0,106260000.0
1697,5.0,104297061.0
1698,18.0,103028109.0
1699,14.0,102515793.0
1700,12.0,102314823.0
1701,12.0,101530738.0
1702,17.0,101470202.0
1703,11.0,101300000.0
1704,6.0,100830111.0
1705,18.0,100475249.0
1706,6.0,100468793.0
1707,17.0,100292856.0
1708,4.0,100018837.0
1709,18.0,98780042.0
1710,7.0,96962694.0
1711,6.0,96397334.0
1712,10.0,95720716.0
1714,8.0,94095523.0
1715,5.0,94011225.0
1716,7.0,93607673.0
1717,22.0,93050117.0
1718,13.0,92823546.0
1719,12.0,91547205.0
1720,17.0,91443253.0
1721,5.0,91137662.0
1722,11.0,90815558.0
1723,5.0,88915214.0
1724,6.0,87341380.0
1725,12.0,85297000.0
1726,8.0,85105259.0
1727,13.0,84049211.0
1728,13.0,83552429.0
1729,6.0,82674398.0
1731,6.0,82226474.0
1732,3.0,81159365.0
1733,6.0,80574010.0
1734,12.0,80360843.0
1735,8.0,80014842.0
1736,6.0,78031620.0
1737,9.0,77446440.0
1738,8.0,75605492.0
1739,9.0,75590286.0
1740,4.0,75072454.0
1741,7.0,74787599.0
1742,12.0,74158157.0
1743,4.0,73780539.0
1744,11.0,73661010.0
1745,6.0,73209340.0
1747,16.0,72586134.0
1748,5.0,72266306.0
1750,12.0,71726025.0
1751,22.0,71017784.0
1752,18.0,70906973.0
1753,3.0,70831760.0
1754,8.0,69951824.0
1755,6.0,69243859.0
1756,5.0,68915888.0
1757,4.0,68518533.0
1758,8.0,68261644.0
1759,10.0,67631157.0
1760,1.0,67133509.0
1761,7.0,67061228.0
1762,7.0,66809693.0
1763,10.0,66638883.0
1764,9.0,66486205.0
1765,8.0,65885767.0
1766,24.0,65807024.0
1767,8.0,65452312.0
1768,24.0,65182182.0
1769,12.0,65002597.0
1770,3.0,64956806.0
1771,13.0,64460211.0
1772,5.0,63860942.0
1773,6.0,63820180.0
1774,7.0,63313159.0
1775,8.0,63224849.0
1776,11.0,62321039.0
1777,9.0,62318875.0
1778,3.0,61801971.0
1779,6.0,61489265.0
1780,5.0,61356221.0
1781,8.0,61276872.0
1782,7.0,60522097.0
1784,15.0,60240295.0
1785,7.0,60128566.0
1786,11.0,60079496.0
1787,9.0,59843754.0
1788,2.0,59623958.0
1789,8.0,59489799.0
1790,9.0,58972904.0
1791,5.0,58867694.0
1792,17.0,58853106.0
1793,3.0,58645052.0
1794,11.0,58401464.0
1795,6.0,58203105.0
1796,13.0,57744720.0
1797,8.0,57743062.0
1798,6.0,57504069.0
1799,6.0,57490508.0
1800,6.0,57231747.0
1801,12.0,57059003.0
1802,2.0,56666667.0
1803,4.0,56569702.0
1804,7.0,56359780.0
1805,5.0,56342711.0
1806,11.0,55802754.0
1807,2.0,54814377.0
1809,19.0,54215416.0
1811,11.0,52767889.0
1812,18.0,52543632.0
1813,5.0,52333738.0
1814,15.0,52287414.0
1815,7.0,52159536.0
1816,5.0,52096475.0
1817,8.0,52000000.0
1818,6.0,51970690.0
1819,8.0,51872378.0
1820,5.0,51804714.0
1821,13.0,51774002.0
1822,9.0,51718367.0
1823,9.0,51201453.0
1824,10.0,50727965.0
1825,5.0,50648679.0
1826,12.0,50083616.0
1827,4.0,50068310.0
1828,7.0,50016394.0
1829,5.0,49662533.0
1830,6.0,49407734.0
1831,2.0,49121934.0
1832,8.0,49114016.0
1833,3.0,48237389.0
1834,4.0,48022900.0
1835,9.0,48017402.0
1836,15.0,47951979.0
1837,3.0,47852604.0
1838,6.0,47789074.0
1839,3.0,47346365.0
1840,11.0,47118057.0
1841,12.0,46982632.0
1842,7.0,46908987.0
1843,6.0,46464023.0
1844,14.0,46462469.0
1845,10.0,46405336.0
1846,4.0,46012734.0
1847,11.0,45802315.0
1848,9.0,45290318.0
1849,2.0,45000000.0
1850,5.0,43995918.0
1851,4.0,43984230.0
1852,9.0,43905746.0
1853,20.0,43853424.0
1854,7.0,43734876.0
1856,9.0,43440294.0
1857,9.0,43337279.0
1858,12.0,43182776.0
1859,5.0,42868348.0
1860,7.0,42726869.0
1861,5.0,42345531.0
1862,6.0,42313354.0
1863,6.0,42194060.0
1864,1.0,42160849.0
1865,6.0,41909762.0
1866,4.0,41895491.0
1867,10.0,41382841.0
1868,7.0,41083864.0
1869,6.0,40962534.0
1871,5.0,40716963.0
1872,13.0,40697761.0
1873,6.0,40660952.0
1874,8.0,40491165.0
1875,5.0,40388794.0
1876,7.0,40363810.0
1877,4.0,40227006.0
1878,12.0,40168080.0
1879,4.0,40119709.0
1880,12.0,40050884.0
1881,5.0,40007742.0
1882,6.0,40002112.0
1883,5.0,39568996.0
1884,10.0,39440655.0
1885,6.0,39263506.0
1886,6.0,39143839.0
1887,4.0,39071603.0
1890,11.0,38702310.0
1891,15.0,38543473.0
1892,5.0,38432823.0
1893,8.0,38328567.0
1894,11.0,38290723.0
1895,6.0,38252284.0
1897,5.0,38072438.0
1898,6.0,37957682.0
1899,14.0,37939757.0
1900,5.0,37931869.0
1901,8.0,37803872.0
1902,5.0,37600435.0
1903,11.0,37495385.0
1904,15.0,37300107.0
1905,9.0,37295394.0
1906,5.0,37170488.0
1907,11.0,37053924.0
1908,12.0,36931089.0
1909,19.0,36665854.0
1910,6.0,36663315.0
1911,4.0,36381186.0
1912,15.0,36299898.0
1913,2.0,36299720.0
1914,6.0,36050230.0
1915,6.0,35922978.0
1916,5.0,35746370.0
1917,12.0,35431113.0
1918,4.0,35374833.0
1919,16.0,35266619.0
1920,1.0,35208854.0
1921,15.0,35000000.0
1922,10.0,34994648.0
1923,6.0,34901614.0
1924,5.0,34604280.0
1925,19.0,34522221.0
1926,6.0,34416893.0
1927,11.0,34377585.0
1929,5.0,33987757.0
1930,1.0,33561137.0
1931,14.0,33459416.0
1932,9.0,33300000.0
1933,5.0,33177694.0
1934,20.0,33109743.0
1935,4.0,32551396.0
1936,4.0,32324557.0
1937,15.0,32255440.0
1938,7.0,32238923.0
1939,7.0,32192570.0
1940,6.0,32131830.0
1941,3.0,32116746.0
1942,2.0,31753898.0
1943,6.0,31691811.0
1944,2.0,31502583.0
1945,5.0,31487293.0
1946,5.0,31480418.0
1948,6.0,31121710.0
1949,5.0,31053601.0
1950,8.0,31051126.0
1951,5.0,30940691.0
1952,4.0,30867525.0
1953,19.0,30577122.0
1954,15.0,30524763.0
1956,8.0,30212620.0
1957,6.0,30165536.0
1958,5.0,30147739.0
1959,13.0,30127963.0
1960,7.0,30102717.0
1961,1.0,29967750.0
1962,6.0,29760152.0
1963,5.0,29580087.0
1964,5.0,29481428.0
1965,2.0,29342592.0
1967,2.0,29133000.0
1968,5.0,29077547.0
1969,14.0,28912646.0
1970,16.0,28873374.0
1972,15.0,28744356.0
1973,2.0,28734552.0
1974,4.0,28687835.0
1975,2.0,28563179.0
1976,17.0,28341469.0
1977,10.0,27804899.0
1978,8.0,27515786.0
1979,4.0,27457409.0
1980,15.0,27300000.0
1981,4.0,27250736.0
1982,6.0,27200000.0
1983,7.0,27187653.0
1984,2.0,27087695.0
1985,8.0,27058304.0
1986,4.0,27011180.0
1987,5.0,27007143.0
1988,5.0,26873932.0
1989,15.0,26828365.0
1990,5.0,26814957.0
1991,5.0,26793311.0
1992,6.0,26118851.0
1994,9.0,25792310.0
1995,12.0,25754284.0
1996,2.0,25627836.0
1997,5.0,25605015.0
1998,8.0,25534703.0
1999,2.0,25524778.0
2000,7.0,25450527.0
2001,15.0,25405445.0
2002,10.0,25143818.0
2003,5.0,25068724.0
2004,10.0,24922237.0
2005,17.0,24819936.0
2006,7.0,24756177.0
2007,4.0,24718164.0
2008,6.0,24397469.0
2009,2.0,24361867.0
2010,35.0,368061265.0
2012,11.0,357067947.0
2013,4.0,279261160.0
2014,5.0,260044825.0
2015,16.0,260000000.0
2016,6.0,255156380.0
2017,7.0,251513985.0
2018,2.0,242829261.0
2020,2.0,229086679.0
2021,6.0,227471070.0
2022,9.0,218815487.0
2023,11.0,214030500.0
2024,17.0,210609762.0
2025,8.0,209837675.0
2026,9.0,202019785.0
2027,1.0,181410615.0
2028,5.0,181171875.0
2029,6.0,176241941.0
2030,8.0,172071312.0
2031,4.0,170742341.0
2032,11.0,169106725.0
2033,6.0,166244045.0
2034,15.0,165807055.0
2035,9.0,156000000.0
2036,9.0,155332381.0
2037,9.0,155064265.0
2039,4.0,148768917.0
2040,7.0,148438600.0
2041,8.0,145103595.0
2042,8.0,144533925.0
2043,6.0,144130063.0
2044,6.0,135026902.0
2045,6.0,134938200.0
2046,5.0,134806913.0
2047,6.0,134508551.0
2048,8.0,134506920.0
2049,6.0,132177234.0
2050,4.0,130531208.0
2051,4.0,130164645.0
2052,7.0,128814019.0
2053,6.0,127154901.0
2054,5.0,126737428.0
2055,16.0,126663600.0
2056,8.0,126373434.0
2057,5.0,125595205.0
2058,17.0,125095601.0
2060,5.0,120277854.0
2061,7.0,120177084.0
2063,4.0,120059556.0
2064,1.0,119285432.0
2065,3.0,118703275.0
2067,3.0,116750901.0
2068,5.0,116089678.0
2069,17.0,115637895.0
2070,11.0,115000000.0
2071,8.0,113203870.0
2072,6.0,112735375.0
2073,8.0,111938388.0
2074,2.0,109449237.0
2075,3.0,109204945.0
2076,13.0,108085305.0
2077,6.0,104565114.0
2078,6.0,102561004.0
2079,5.0,102491776.0
2081,4.0,100489151.0
2082,5.0,100462298.0
2083,8.0,100328194.0
2085,4.0,100047830.0
2086,9.0,97104620.0
2087,14.0,96065768.0
2088,5.0,93149898.0
2089,17.0,92168600.0
2090,3.0,91457688.0
2091,4.0,91047077.0
2092,13.0,89107235.0
2093,4.0,88513495.0
2094,10.0,88246220.0
2095,4.0,88097164.0
2096,9.0,87727583.0
2097,5.0,87071205.0
2099,7.0,82418501.0
2100,6.0,79666653.0
2101,1.0,79091969.0
2102,13.0,78046570.0
2103,8.0,77868585.0
2104,5.0,77737272.0
2105,3.0,77122415.0
2106,5.0,75986503.0
2107,5.0,75793305.0
2108,4.0,75628110.0
2109,36.0,75612460.0
2110,6.0,75331600.0
2111,3.0,73691419.0
2112,5.0,72708161.0
2113,21.0,71962800.0
2114,8.0,71628180.0
2115,7.0,70978012.0
2116,21.0,70525195.0
2117,9.0,70001698.0
2118,7.0,69701637.0
2119,3.0,68379000.0
2120,9.0,67544505.0
2121,4.0,67294270.0
2122,7.0,67182787.0
2123,1.0,67127760.0
2125,6.0,66889043.0
2126,13.0,66758538.0
2127,2.0,66661095.0
2128,8.0,66528000.0
2129,4.0,66518655.0
2130,3.0,66384775.0
2131,1.0,66132626.0
2132,9.0,65422625.0
2133,8.0,65001093.0
2134,24.0,64473115.0
2135,10.0,64431625.0
2136,1.0,63886029.0
2137,9.0,63658910.0
2138,6.0,63450470.0
2139,5.0,63172463.0
2140,6.0,63095253.0
2141,5.0,62658220.0
2142,4.0,62514415.0
2143,10.0,62495645.0
2144,4.0,62362560.0
2145,7.0,61979680.0
2146,5.0,61649911.0
2147,2.0,61255921.0
2148,9.0,60974475.0
2149,3.0,60494212.0
2151,4.0,59952835.0
2152,5.0,59696144.0
2153,5.0,59020957.0
2154,1.0,58883840.0
2155,8.0,58571513.0
2156,6.0,58500635.0
2157,6.0,58422650.0
2158,2.0,58360760.0
2159,4.0,57761012.0
2160,1.0,57387516.0
2161,7.0,57229890.0
2163,5.0,57114049.0
2164,13.0,57011521.0
2165,6.0,56386759.0
2166,8.0,56280355.0
2167,6.0,54930280.0
2168,2.0,53470891.0
2169,6.0,53443066.0
2170,7.0,52842724.0
2171,10.0,52125282.0
2172,2.0,51855045.0
2173,4.0,51432691.0
2174,8.0,51367375.0
2175,7.0,50877145.0
2176,12.0,50856010.0
2177,7.0,50699241.0
2178,7.0,50612888.0
2179,6.0,50427646.0
2180,5.0,50338485.0
2181,5.0,49851591.0
2182,5.0,49438370.0
2183,5.0,48979328.0
2184,11.0,48475290.0
2185,1.0,48462608.0
2186,5.0,48360547.0
2187,12.0,48230162.0
2188,11.0,48092846.0
2189,6.0,47907715.0
2190,6.0,47726342.0
2191,5.0,47536778.0
2192,7.0,47483002.0
2193,3.0,47403685.0
2194,9.0,47382068.0
2195,7.0,47144110.0
2196,7.0,46816343.0
2197,14.0,45875171.0
2198,2.0,45806659.0
2199,6.0,45517055.0
2200,15.0,44853581.0
2201,16.0,44668798.0
2202,5.0,44619100.0
2203,11.0,43858790.0
2204,1.0,43247647.0
2205,1.0,43184798.0
2206,13.0,43139300.0
2207,7.0,42674040.0
2208,8.0,42670410.0
2209,8.0,42512375.0
2210,5.0,42436517.0
2211,6.0,42100625.0
2214,3.0,41455230.0
2215,3.0,41385278.0
2216,6.0,40833132.0
2218,7.0,40577001.0
2219,4.0,40572825.0
2220,3.0,40390647.0
2221,4.0,40226215.0
2222,3.0,39565475.0
2223,2.0,39089928.0
2224,1.0,39001187.0
2225,2.0,38824341.0
2226,19.0,38824099.0
2227,7.0,38413606.0
2228,12.0,38362475.0
2229,4.0,37562568.0
2230,4.0,37499651.0
2231,12.0,37412945.0
2232,5.0,37327390.0
2233,14.0,37081475.0
2234,7.0,37017955.0
2235,10.0,36948322.0
2236,11.0,36763355.0
2237,12.0,36601993.0
2238,3.0,36474193.0
2239,4.0,36403064.0
2240,6.0,36323505.0
2241,4.0,36316032.0
2242,7.0,35787686.0
2243,5.0,35739802.0
2244,13.0,35608245.0
2245,5.0,35552383.0
2246,11.0,35423380.0
2247,4.0,35327628.0
2249,3.0,35268275.0
2250,2.0,35188640.0
2251,2.0,35150960.0
2252,14.0,35113743.0
2253,7.0,35053660.0
2254,5.0,35046120.0
2256,6.0,34607430.0
2257,4.0,34102780.0
2258,2.0,34002045.0
2259,7.0,33878502.0
2260,22.0,33618855.0
2261,7.0,33601190.0
2263,8.0,33423521.0
2264,4.0,33302167.0
2265,2.0,33231264.0
2266,3.0,33023469.0
2267,11.0,32945797.0
2268,4.0,32935289.0
2269,6.0,32589677.0
2270,5.0,32547800.0
2271,4.0,32482682.0
2272,1.0,32383850.0
2273,5.0,32241649.0
2274,4.0,32063435.0
2276,8.0,31755742.0
2277,8.0,31726995.0
2278,2.0,31642995.0
2279,10.0,31524275.0
2280,1.0,31483450.0
2281,5.0,31373938.0
2282,7.0,31261269.0
2283,3.0,31206251.0
2284,9.0,31184024.0
2285,7.0,31178740.0
2286,5.0,31162545.0
2287,6.0,31042035.0
2288,10.0,30925690.0
2289,17.0,30703100.0
2290,16.0,30565292.0
2291,4.0,30356793.0
2292,6.0,30323400.0
2293,5.0,30308417.0
2294,5.0,30036000.0
2295,8.0,29762011.0
2296,8.0,29760613.0
2297,15.0,29412050.0
2298,5.0,29011215.0
2299,3.0,28946615.0
2300,8.0,28890240.0
2301,10.0,28835528.0
2303,6.0,28733290.0
2304,9.0,28501605.0
2306,3.0,28411210.0
2307,5.0,28212337.0
2308,5.0,28082366.0
2309,5.0,28000000.0
2310,2.0,27545445.0
2311,6.0,27118000.0
2312,11.0,27107960.0
2313,6.0,27100031.0
2314,9.0,27092880.0
2317,5.0,26307600.0
2319,5.0,25918920.0
2320,2.0,25895485.0
2321,10.0,25588734.0
2322,6.0,25543895.0
2323,11.0,25533818.0
2324,5.0,25514517.0
2325,5.0,25486040.0
2326,6.0,25104700.0
2327,13.0,25096862.0
2328,6.0,24720479.0
2329,11.0,24707633.0
2330,7.0,24204154.0
2331,1.0,24078196.0
2332,16.0,23834048.0
2333,10.0,23686027.0
2334,5.0,23600020.0
2336,1.0,23245840.0
2337,10.0,23209310.0
2338,9.0,23091010.0
2339,6.0,22991379.0
2340,6.0,22965110.0
2341,1.0,22827153.0
2342,4.0,22762571.0
2343,4.0,22641969.0
2344,4.0,22545080.0
2345,4.0,22431897.0
2346,8.0,22166041.0
2347,5.0,22103037.0
2349,7.0,21596445.0
2350,16.0,21576954.0
2352,3.0,21456130.0
2353,10.0,21393620.0
2354,6.0,21370057.0
2356,11.0,21302340.0
2357,6.0,21142815.0
2359,9.0,21049053.0
2360,5.0,20982557.0
2361,7.0,20883046.0
2362,5.0,20831000.0
2365,7.0,20378470.0
2366,21.0,20350171.0
2367,5.0,20305841.0
2368,5.0,20280016.0
2369,8.0,20259961.0
2370,1.0,20246790.0
2371,12.0,20157300.0
2372,4.0,20080020.0
2373,3.0,19955598.0
2375,18.0,19629760.0
2377,10.0,19595031.0
2378,1.0,19176754.0
2379,6.0,19103072.0
2380,5.0,18622031.0
2381,1.0,18319860.0
2382,3.0,18196170.0
2383,6.0,17953778.0
2384,5.0,17600423.0
2385,1.0,17530973.0
2386,8.0,17487531.0
2387,2.0,17460020.0
2388,4.0,17450535.0
2389,16.0,17355263.0
2390,25.0,17223265.0
2391,12.0,17080167.0
2393,2.0,17001133.0
2394,1.0,16928556.0
2395,3.0,16809076.0
2396,9.0,83504017.0
2397,14.0,79249455.0
2398,9.0,71349120.0
2399,7.0,70012847.0
2401,19.0,55750480.0
2402,16.0,38934842.0
2403,28.0,36918811.0
2404,7.0,31611916.0
2405,18.0,30697999.0
2406,21.0,27695246.0
2407,12.0,26766213.0
2408,13.0,26501323.0
2409,7.0,25682380.0
2410,11.0,25430755.0
2411,20.0,25018119.0
2412,11.0,24827228.0
2413,25.0,24477704.0
2414,16.0,21479118.0
2415,13.0,20396829.0
2416,8.0,18942396.0
2417,7.0,15013650.0
2418,16.0,14618727.0
2419,13.0,11330849.0
2420,8.0,8840453.0
2421,24.0,7385015.0
2422,3.0,6928068.0
2423,9.0,5666340.0
2424,15.0,1124445.0
2425,16.0,538690.0
2426,6.0,45585.0
2427,19.0,21590086.0
2428,15.0,17237855.0
2429,7.0,11538204.0
2431,1.0,7919574.0
2432,1.0,7251073.0
2433,4.0,6531503.0
2434,24.0,6263670.0
2435,4.0,5354039.0
2436,21.0,5284309.0
2437,6.0,5101237.0
2438,8.0,4404154.0
2439,17.0,4328849.0
2440,2.0,4157223.0
2442,11.0,3494070.0
2443,5.0,3346265.0
2444,2.0,3014696.0
2445,6.0,2963902.0
2446,7.0,2711643.0
2447,34.0,2507201.0
2448,5.0,2266905.0
2449,7.0,2171257.0
2450,2.0,2107925.0
2451,1.0,2037459.0
2453,4.0,1475746.0
2454,19.0,1378591.0
2455,16.0,1359910.0
2456,8.0,1223516.0
2457,15.0,1065881.0
2459,7.0,1029655.0
2460,5.0,898786.0
2461,1.0,883887.0
2462,10.0,870781.0
2463,1.0,857005.0
2465,5.0,666045.0
2466,7.0,637421.0
2467,4.0,595018.0
2468,9.0,575048.0
2469,10.0,568662.0
2471,2.0,454121.0
2472,17.0,444179.0
2473,3.0,411184.0
2474,15.0,373375.0
2475,6.0,353513.0
2477,21.0,347578.0
2478,13.0,304533.0
2479,27.0,265452.0
2480,7.0,258223.0
2481,10.0,214307.0
2482,5.0,189621.0
2484,7.0,164247.0
2487,12.0,104526.0
2488,5.0,100688.0
2492,5.0,65018.0
2494,5.0,46488.0
2496,16.0,42472.0
2498,5.0,38898.0
2499,3.0,36895.0
2501,4.0,30668.0
2503,4.0,22464.0
2505,12.0,22029.0
2506,3.0,21886.0
2507,18.0,15071.0
2508,7.0,14693.0
2509,8.0,6255.0
2511,20.0,64251541.0
2512,8.0,51580236.0
2514,7.0,40041683.0
2515,13.0,32381217.0
2516,7.0,32172757.0
2517,23.0,31424003.0
2518,12.0,25124966.0
2519,40.0,20158898.0
2520,4.0,17329486.0
2521,10.0,16131410.0
2522,9.0,13749300.0
2523,7.0,12754783.0
2524,5.0,10508518.0
2526,14.0,8008161.0
2527,8.0,6002684.0
2528,20.0,3128941.0
2530,16.0,60755732.0
2531,7.0,16298046.0
2532,14.0,14019924.0
2533,16.0,13559812.0
2535,6.0,7712114.0
2536,6.0,4775656.0
2538,16.0,2827666.0
2541,1.0,2479538.0
2543,2.0,1429299.0
2544,4.0,1190003.0
2545,4.0,1103037.0
2548,5.0,694782.0
2549,4.0,540382.0
2552,7.0,370627.0
2555,2.0,318121.0
2556,14.0,312706.0
2557,4.0,307486.0
2558,4.0,281350.0
2559,11.0,266689.0
2561,5.0,228004.0
2562,15.0,202348.0
2563,12.0,146490.0
2564,3.0,113568.0
2565,8.0,108589.0
2566,11.0,96868.0
2570,6.0,92476.0
2571,5.0,88335.0
2573,1.0,32833.0
2575,7.0,29384.0
2576,3.0,27160.0
2577,17.0,25517.0
2579,7.0,19411.0
2580,8.0,17365.0
2581,12.0,14947.0
2583,19.0,11774.0
2584,21.0,11294.0
2589,16.0,8437.0
2590,18.0,7965.0
2592,18.0,5964.0
2593,16.0,5577.0
2594,3.0,4936.0
2597,13.0,3451.0
2598,12.0,2592.0
2599,16.0,2571.0
2602,8.0,1810.0
2603,12.0,1714.0
2605,3.0,143495265.0
2606,5.0,141319928.0
2607,7.0,106954678.0
2608,7.0,82584160.0
2609,6.0,71503593.0
2610,6.0,59891098.0
2611,21.0,59100318.0
2612,27.0,56671993.0
2613,5.0,46412041.0
2614,3.0,45950122.0
2615,7.0,45064915.0
2616,7.0,44540956.0
2617,11.0,42335698.0
2618,6.0,39464306.0
2619,9.0,37849583.0
2620,5.0,37770162.0
2621,5.0,35428675.0
2622,5.0,32543449.0
2624,3.0,31597131.0
2626,5.0,31203964.0
2627,4.0,30307416.0
2628,5.0,27363891.0
2629,4.0,26782316.0
2630,4.0,26418667.0
2631,6.0,26238243.0
2632,5.0,24793509.0
2633,5.0,24792251.0
2634,3.0,23249649.0
2635,16.0,21569509.0
2636,3.0,21540363.0
2637,17.0,21506546.0
2638,10.0,21078145.0
2639,7.0,20255281.0
2640,5.0,19074800.0
2641,2.0,18492362.0
2642,7.0,18335230.0
2643,6.0,17606684.0
2644,21.0,17550872.0
2645,5.0,17510118.0
2646,1.0,17380866.0
2647,3.0,16071990.0
