,log_gross,votecount_clean
2537,15.221266066514103,10846.0
2538,14.854962194356085,1329.0
2541,14.723582810464388,6672.0
2542,14.464752871833113,
2543,14.17269467225378,7061.0
2546,13.662842944516873,621.0
2548,13.45135340627775,2324.0
2550,12.979850053447853,1102.0
2553,12.756590025337477,104674.0
2555,12.670187092534004,506.0
2558,12.547354724861425,2049.0
2559,12.49383846447512,1161.0
2560,12.35280588402957,457.0
2561,12.337118451642334,2750.0
2562,12.217744266390575,2748.0
2563,11.894712445723815,6593.0
2564,11.640157055446222,
2565,11.595325392217443,26970.0
2569,11.444518136305328,3416.0
2570,11.434704430375628,
2571,11.388891684046781,4539.0
2573,10.399189386156271,840.0
2580,9.762211965178174,19.0
2582,9.373903755841548,441.0
2583,9.373648989588206,3403.0
2585,9.299723933110869,713.0
2591,8.954673628956414,1632.0
2592,8.69349667588463,21.0
2595,8.491054533806542,511.0
2597,8.146419323098003,6.0
2599,7.852050207265889,187.0
2600,7.659171367666058,13.0
2601,7.659171367666058,13.0
2602,7.501082124259871,3014.0
2604,7.408530566894626,
2620,17.44702998379779,17390.0
2621,17.38303207845677,29746.0
2625,17.26631101139217,4582.0
2626,17.25605569599143,5368.0
2627,17.226902993007844,11625.0
2628,17.12473485551932,5188.0
2630,17.089581401584233,88816.0
2633,17.026041702632096,19842.0
2634,16.961800593109487,1706.0
2635,16.886791255009364,5899.0
2636,16.885439081918204,8640.0
2639,16.823926107640446,5310.0
2643,16.683789160640245,130229.0
2646,16.67088050394798,5244.0
2648,16.558905766236624,20615.0
2649,16.47194565851892,9098.0
2652,16.403524110932022,121457.0
2653,16.383789979985615,50895.0
2656,16.345279429551454,13074.0
2661,16.15986177564739,5987.0
2662,16.14327390170495,40718.0
2663,16.135864348475867,45500.0
2665,16.060458381308756,231.0
2667,15.992884860202508,9226.0
2668,15.974826254651905,13055.0
2669,15.899698442914962,43591.0
2670,15.826263110551656,28012.0
2671,15.770710565211811,41627.0
2672,15.770115370078123,8155.0
2674,15.764015765512173,1347.0
2676,15.741378628200037,31344.0
2678,15.706071378486651,30618.0
2679,15.70017717050067,10.0
2680,15.60871514916706,53971.0
2681,15.60767844377892,33424.0
2682,15.56712054953746,10979.0
2683,15.546333544252269,4569.0
2684,15.520762704963934,8820.0
2685,15.42896260297724,7947.0
2686,15.425290012066379,21976.0
2687,15.412863540909727,4753.0
2688,15.367808644620961,18402.0
2689,15.341793574888326,61847.0
2690,15.329168580297438,16949.0
2691,15.206486692459857,55498.0
2694,15.117268567599538,166969.0
2695,15.096446070091616,27283.0
2697,15.002992634595003,116.0
2698,14.910992953623456,36070.0
2699,14.889339938298807,27039.0
2700,14.880720136032043,42958.0
2702,14.811225590953423,16465.0
2703,14.747716370407417,68155.0
2704,14.744610105585545,
2705,14.705314388474301,95823.0
2706,14.681496138655481,9.0
2708,14.660839194988963,81110.0
2709,14.649218926634788,36287.0
2710,14.638543242968234,26648.0
2711,14.603078431943704,4168.0
2713,14.512296111610238,16385.0
2716,14.354469307984411,74362.0
2719,14.173353519504788,36390.0
2720,14.158089113017247,6705.0
2721,14.114284636043166,2751.0
2722,14.094046431162393,58433.0
2723,14.074171048845642,1963.0
2724,13.98149946013733,5762.0
2726,13.821034274115958,19655.0
2727,13.736748696323794,3474.0
2729,13.448190584782457,2702.0
2732,13.243676176110958,2987.0
2735,13.08643563646184,9405.0
2739,12.726270215095157,44291.0
2741,12.50464272788856,936.0
2742,12.439574365312563,6261.0
2743,12.339282736542861,4284.0
2744,12.013258230741812,1194.0
2745,11.641160355860418,7965.0
2746,11.576895074308167,1800.0
2748,11.058212337893119,91.0
2750,10.747100058912297,10689.0
2751,10.564576309402185,1475.0
2754,10.233366673687698,5761.0
2756,9.396321889601625,688.0
2757,20.435271901203663,766609.0
2758,19.881823487875778,428705.0
2759,19.756393602037967,416467.0
2761,19.539648670376874,372894.0
2762,19.526570659667176,367115.0
2763,19.47066720544698,256760.0
2764,19.347252908295143,302.0
2765,19.340418599662428,196717.0
2768,19.26925839363122,332730.0
2769,19.20738480454813,26208.0
2771,19.196913570058516,47678.0
2775,19.0965480080038,136496.0
2776,19.090204173111243,159138.0
2777,19.047519437909607,125271.0
2778,19.045232111687135,290167.0
2780,19.02573422019954,230213.0
2782,18.99303629820744,108896.0
2784,18.990304484843147,350216.0
2786,18.98819329876109,275298.0
2787,18.972180923530058,161856.0
2789,18.898911952402074,
2790,18.888069632741768,111945.0
2793,18.856972975855733,236014.0
2796,18.80104963319877,168969.0
2797,18.792251121051244,10.0
2798,18.79087110280806,325205.0
2799,18.786410801325015,65021.0
2800,18.78268015074722,142456.0
2802,18.756111631414846,199630.0
2803,18.747207574279713,66468.0
2805,18.717293342779985,306700.0
2806,18.70669198634468,18807.0
2807,18.702522183063724,265940.0
2808,18.698864797692416,352777.0
2809,18.697719410780138,508.0
2810,18.694809648245037,44057.0
2811,18.671485826983446,266559.0
2812,18.669102196054585,89412.0
2813,18.655571695571258,401244.0
2814,18.64372047387732,364181.0
2815,18.6428025734866,180090.0
2816,18.641745816725805,240852.0
2818,18.613349788695764,232563.0
2819,18.598989275989545,172739.0
2824,18.554571012173337,159495.0
2825,18.54701866423225,35666.0
2826,18.54248146677291,30609.0
2829,18.493175176479458,75038.0
2831,18.46361522559966,89951.0
2833,18.445797832293817,151804.0
2834,18.444669323403705,195579.0
2836,18.436544299753614,32197.0
2837,18.420805726141765,265136.0
2838,18.407711039775847,114993.0
2839,18.358038237575613,154208.0
2842,18.301540196043028,122646.0
2843,18.289482581513766,78633.0
2844,18.28013677487402,33641.0
2846,18.260045310150648,415075.0
2847,18.25300877207257,30343.0
2849,18.237942120198078,34619.0
2850,18.23468999991636,51953.0
2852,18.22917118242084,36980.0
2855,18.216885574623692,131862.0
2857,18.201001759090804,126169.0
2858,18.199686481261722,216916.0
2859,18.189592945502834,128530.0
2861,18.171087641910475,236709.0
2862,18.162781345121193,19369.0
2864,18.156827874061396,105677.0
2865,18.153745140819414,57221.0
2868,18.1477312652559,40357.0
2869,18.145891204482524,35306.0
2870,18.14129152388435,98374.0
2871,18.139720774125312,100384.0
2873,18.1334007639839,98824.0
2874,18.094667724521287,23533.0
2875,18.075923120109803,99878.0
2876,18.074947817201146,71226.0
2878,18.059488928577196,27136.0
2879,18.056371259504065,69143.0
2880,18.043213326981764,73003.0
2883,18.02540155280617,145904.0
2884,18.020981322283127,6733.0
2885,18.01218912056371,128274.0
2886,18.000697318257828,53385.0
2887,17.990121079860405,76850.0
2889,17.983340606969605,179905.0
2890,17.982282349730845,148845.0
2891,17.974450280344925,27978.0
2892,17.97094201944985,36880.0
2893,17.961490803452165,31735.0
2895,17.925121001406808,70363.0
2896,17.919679849092542,61114.0
2897,17.91090237162711,44725.0
2898,17.910741310736842,17058.0
2899,17.910225984740947,25813.0
2900,17.905437845042556,255443.0
2901,17.904843650389058,13326.0
2902,17.893574253205973,35139.0
2903,17.888214474769313,65897.0
2904,17.888115807725566,86635.0
2907,17.86099253589467,9901.0
2908,17.847965248278516,27171.0
2910,17.8431304244429,51930.0
2911,17.83143862839561,61365.0
2912,17.831416798408327,89.0
2914,17.81848500313045,128586.0
2915,17.81567965135398,45307.0
2916,17.80860300533235,117800.0
2918,17.79734109761822,15621.0
2919,17.784465124836643,75494.0
2920,17.781562647093363,57033.0
2921,17.780098214263717,16256.0
2922,17.77584010587383,76492.0
2923,17.766767507227406,154903.0
2925,17.755785881487142,13312.0
2927,17.749304565891915,65079.0
2930,17.72769641013217,22219.0
2931,17.725058041815736,26347.0
2932,17.71857358238092,94691.0
2933,17.716343750298414,71690.0
2934,17.713910550090045,52180.0
2935,17.707507615962154,13440.0
2936,17.70362852108714,81518.0
2937,17.6993000421779,55100.0
2938,17.698072331990687,47309.0
2939,17.68913201223432,8591.0
2941,17.682445356515686,145849.0
2942,17.674099305092145,190920.0
2945,17.65176086789384,148080.0
2946,17.647439024375664,33593.0
2947,17.645116619449222,13407.0
2948,17.63676727645287,38260.0
2950,17.617490747299424,25924.0
2951,17.614874567393468,137029.0
2952,17.607357707223052,23591.0
2953,17.602954210000124,21323.0
2954,17.60036783259723,13199.0
2955,17.596241239324804,108818.0
2956,17.592878225091813,4663.0
2957,17.58177658766171,91612.0
2958,17.578937401959536,135357.0
2959,17.570205748479008,20439.0
2961,17.542261666622533,27289.0
2962,17.52936821802926,59059.0
2963,17.528626154648332,52845.0
2965,17.521478002196414,99602.0
2966,17.51573948743443,101757.0
2967,17.499001193441273,152158.0
2968,17.497852866425603,82643.0
2969,17.496551722794212,122730.0
2970,17.48580385458253,28964.0
2971,17.477095174134394,37.0
2972,17.476423931282202,35498.0
2973,17.464503699462746,26152.0
2974,17.459227255902224,82405.0
2975,17.45801698802048,17031.0
2976,17.450868289218842,28.0
2977,17.450118075410725,75080.0
2979,17.444452649357633,4933.0
2980,17.440387214082033,258992.0
2981,17.4403617340778,57.0
2983,17.42724170740936,1109144.0
2984,17.42223384762743,49516.0
2985,17.41723782517533,36031.0
2987,17.40679639471355,40304.0
2992,17.391774212607707,80540.0
2994,17.38089381233539,92501.0
2995,17.373711688436096,94777.0
2996,17.373528452276155,14133.0
2997,17.366902432627803,21247.0
2998,17.337830666375176,29609.0
2999,17.33693956023559,41087.0
3000,17.335167427918613,25170.0
3003,17.332093377414832,10571.0
3004,17.331368713499845,10154.0
3005,17.32487364705219,27384.0
3007,17.30839310244327,47568.0
3009,17.294717998252498,50418.0
3012,17.274046037322268,38138.0
3014,17.26874887779204,112864.0
3015,17.26256915193442,14317.0
3017,17.24570072410496,62302.0
3019,17.23949431373391,78061.0
3020,17.239410280255953,2296.0
3022,17.23131165111281,55138.0
3024,17.220233982490974,8074.0
3025,17.218815350808097,9624.0
3027,17.21149775683266,13704.0
3028,17.195891302395903,13099.0
3030,17.18924228821544,14327.0
3032,17.183573404063495,5517.0
3033,17.17027705017841,189081.0
3034,17.167692575101302,15356.0
3036,17.14318288472292,50457.0
3037,17.123973562924483,17912.0
3039,17.096182873036973,151717.0
3042,17.08965729201129,40234.0
3043,17.080009709289037,12480.0
3044,17.079520768015644,3554.0
3045,17.077400813806538,16188.0
3047,17.070855236167244,23820.0
3048,17.068108003654903,45983.0
3049,17.06532687088311,15587.0
3050,17.04617450905325,208627.0
3051,17.04299890833189,10295.0
3052,17.042571195679486,5849.0
3053,17.042370901554353,14794.0
3054,17.040251350238076,4248.0
3056,17.020299466494468,18532.0
3058,17.010492053529198,62810.0
3059,17.005075299506068,4687.0
3060,17.005019609352228,15855.0
3062,16.97874478510394,2826.0
3063,16.963059260529203,24841.0
3064,16.95909237222852,27273.0
3066,16.94102672352564,7907.0
3067,16.940226285429777,49140.0
3068,16.930472464792043,75131.0
3071,16.92605590564629,11787.0
3073,16.905412315521897,48760.0
3074,16.898839566319246,6954.0
3075,16.889766586166527,6799.0
3077,16.88055063340943,5197.0
3078,16.879532215615978,13292.0
3079,16.870747014112332,37041.0
3080,16.86047004302574,43455.0
3082,16.860039995663197,5583.0
3084,16.85810661760278,32.0
3085,16.85066381307803,17.0
3088,16.843682092901773,5350.0
3091,16.828206186795683,22738.0
3094,16.812308363637236,14952.0
3095,16.811579274914838,6105.0
3096,16.80764637200386,1852.0
3097,16.796188278257105,56883.0
3099,16.77647776919352,45980.0
3101,16.755990077225785,10854.0
3102,16.751746722691443,24789.0
3103,16.742449993594693,13739.0
3104,16.741065508845875,7360.0
3105,16.738529225245983,26354.0
3106,16.73502495816454,7691.0
3107,16.729430859619423,16199.0
3111,16.697252799569775,12701.0
3113,16.684188701775184,2498.0
3114,16.66775633660062,40002.0
3115,16.66738031326173,18499.0
3117,16.656014613021345,9880.0
3118,16.647176528985504,69017.0
3120,16.63742584810233,9684.0
3121,16.63114673654613,7279.0
3122,16.62638542216631,29272.0
3125,16.590469094973564,34959.0
3127,16.574428699670605,1293.0
3128,16.57007748378687,12700.0
3130,16.55109745350046,78156.0
3131,16.53946265112251,8899.0
3132,16.521784649383743,63135.0
3133,16.519714839656885,13078.0
3134,16.51818433194924,23269.0
3135,16.510186724021032,24920.0
3137,16.49264742786465,16582.0
3139,16.487653542216012,10163.0
3140,16.486107320696107,17862.0
3141,16.479711896533075,5610.0
3142,16.47261778927302,37487.0
3144,16.449726400759133,4363.0
3145,17.973051600564965,91231.0
3146,17.810647672556595,122465.0
3148,17.142902470432023,55859.0
3149,16.961386350532813,73423.0
3150,16.535443347319898,11993.0
3151,16.525162741873213,160462.0
3153,16.30609381528537,13353.0
3154,16.25740862299616,52337.0
3155,16.018052196864307,7.0
3158,14.18475003650837,21253.0
3159,14.089795792173593,48104.0
3160,11.705024070278101,93.0
3165,15.340174152960476,150.0
3167,15.211485906737016,2438.0
3168,15.172668032823553,29409.0
3169,15.07534163130805,10097.0
3170,14.953750528244818,3304.0
3171,14.890747424498985,3042.0
3172,14.873487293064267,7832.0
3173,14.70314128755516,15500.0
3174,14.686303380246573,39783.0
3175,14.633556287652837,8553.0
3176,14.603871095459544,67070.0
3177,14.524020130392412,
3181,14.30400590662218,4793.0
3183,14.272394752547832,34982.0
3186,14.219046473042328,35300.0
3188,14.170933518498755,
3189,14.163865486363322,19216.0
3190,14.133218556547954,5.0
3191,14.016578629007745,12647.0
3193,13.874648899342352,4786.0
3194,13.849746753640405,698.0
3195,13.845962165420103,3366.0
3198,13.765050600465592,48366.0
3199,13.706803337220071,35.0
3200,13.60259081495635,
3202,13.520194084156483,29273.0
3204,13.476219351779262,8803.0
3210,13.369243767629559,783.0
3219,13.188338366327862,2833.0
3220,13.130391069091559,18811.0
3222,13.09106257876771,15706.0
3223,13.077430862927178,1842.0
3227,12.965517736095014,18145.0
3230,12.909472091554465,75768.0
3232,12.87818514012126,9993.0
3233,12.871900015435155,
3234,12.859628844395901,6166.0
3235,12.83667930761522,2364.0
3246,12.704964342416547,12.0
3247,12.699902658639948,259401.0
3249,12.69876993958121,23700.0
3250,12.694944028939839,
3251,12.693587676276655,3187.0
3254,12.634098013077999,23846.0
3263,12.447708161676074,833.0
3264,12.422642638272947,2813.0
3271,12.318865473005296,10609.0
3272,12.288928316187931,26227.0
3275,12.217852984065704,5412.0
3277,12.201944134946393,9552.0
3279,12.111058421926492,4044.0
3282,12.07888111345183,8.0
3288,11.97935396103651,2856.0
3292,11.945253187234963,44088.0
3294,11.930180794452868,750.0
3298,11.905285069899913,1173.0
3299,11.88811004378786,9032.0
3304,11.831488281047873,6.0
3305,11.82804272717055,1833.0
3307,11.790973781453724,2503.0
3312,11.717839870416817,1550.0
3314,11.67394677359348,
3316,11.624860322207184,
3319,11.557583293264585,
3323,11.521756357604984,
3327,11.450996868348062,3938.0
3328,11.399051030769385,21.0
3331,11.341935462918219,27.0
3337,11.155650340959463,
3338,11.13783921111854,
3345,10.981965158783856,
3346,10.947731648720744,7303.0
3349,10.928273880563582,6.0
3350,10.927879042172982,3234.0
3352,10.881926450925217,3459.0
3353,10.875553519877696,1643.0
3357,10.75239839707897,48906.0
3358,10.751799184597422,12.0
3366,10.561137080742917,1260.0
3370,10.45843531933701,2056.0
3371,10.426587537177507,2724.0
3373,10.411388904784872,1241.0
3374,10.41000390471402,
3376,10.37695392954475,1261.0
3378,10.344351978996153,45.0
3381,10.327643559087782,
3383,10.298329770340379,
3385,10.277221166482795,
3386,10.256535928419162,3467.0
3388,10.205553183855171,441.0
3389,10.19058195234216,9.0
3390,10.181232919041921,24084.0
3393,10.107448284433564,1866.0
3398,10.035173493361503,1158.0
3399,10.026589749670112,
3400,10.017084059118668,2075.0
3401,10.00242750039103,727.0
3403,9.983176351437496,1037.0
3404,9.964206287570834,4494.0
3405,9.948986592607346,
3406,9.91219949313815,
3408,9.887561401985868,5880.0
3411,9.79305865876674,865.0
3413,9.781432906528822,634.0
3414,9.688808079634049,97.0
3416,9.659886159319521,9874.0
3419,9.531698970787348,797.0
3420,9.511185430954244,2046.0
3421,9.505916206547065,
3423,9.491224389926964,441.0
3424,9.464750005164392,4576.0
3425,9.408289184655837,7004.0
3430,9.276783328524896,644.0
3431,9.243484970568485,356.0
3433,9.201804040953895,15.0
3435,9.18471482433721,22710.0
3436,9.169518377455928,4616.0
3437,9.167432870964907,7829.0
3438,9.128696382935672,13866.0
3444,9.018089684104343,2544.0
3447,8.98969370086056,12.0
3448,8.980046316633132,71.0
3452,8.910990494656719,1601.0
3454,8.871926251117628,11.0
3455,8.87024156729927,1165.0
3458,8.83200393125627,1346.0
3459,8.821732380934442,7.0
3460,8.805824812903607,2504.0
3461,8.805525052709516,3323.0
3464,8.651549243915316,4595.0
3465,8.651024539049757,41.0
3466,8.64135583403666,52.0
3467,8.615045591583742,1425.0
3468,8.599694412927981,771.0
3469,8.525756422076725,24106.0
3470,8.51959031601596,293.0
3472,8.492080490601163,9061.0
3475,8.38320455141292,541.0
3476,8.339739766019143,6441.0
3477,8.32239411311117,4842.0
3478,8.31996102188653,6987.0
3483,8.215276958936633,
3487,8.148156439921625,2141.0
3488,8.081475040137052,3200.0
3490,8.009695357742922,16681.0
3491,8.00736706798333,6789.0
3492,7.99260665240021,
3493,7.8826922062890254,1444.0
3495,7.83241092718792,7036.0
3496,7.818027938530729,124.0
3497,7.796469243086058,5799.0
3498,7.773594467360194,8429.0
3501,7.563200592358071,7004.0
3502,7.444248649496705,15370.0
3504,7.29776828253138,39.0
3506,6.966967138613983,3723.0
3509,6.840546529288687,440.0
3511,6.656726524178391,2965.0
3515,4.382026634673881,
3520,14.954612946081562,10666.0
3523,14.418024355437359,19249.0
3526,13.887996787232163,9018.0
3527,13.880343723190013,15588.0
3530,12.429216196844383,6877.0
3531,11.388189564068671,8716.0
3533,16.534223773194316,5292.0
3535,14.991841933712406,28100.0
3537,18.136807794239097,125710.0
3538,17.91576010141738,221455.0
3539,17.84091672935818,63804.0
3544,17.51084709517444,145182.0
3547,17.38803528090916,73064.0
3548,17.353575872305345,561264.0
3549,17.329435164330356,100757.0
3553,17.25520877834766,
3555,17.076255700718097,56755.0
3558,16.906337669956486,88633.0
3561,16.785414175124426,47779.0
3562,16.706288733261697,25115.0
3563,16.681907992460832,4163.0
3565,16.635780913513457,76094.0
3566,16.60609120053192,170478.0
3567,16.59659285743741,16245.0
3568,16.58194594973756,33433.0
3569,16.484560091034833,27530.0
3570,16.443345942138556,86964.0
3571,16.436182769428104,74747.0
3572,16.366233583960174,58987.0
3573,16.340637501286793,11006.0
3574,16.326222534380037,20191.0
3575,16.25512063388339,9730.0
3576,16.169332058727857,59808.0
3577,16.131022537569812,32499.0
3579,16.06173120419602,43174.0
3580,16.037836119780266,89920.0
3581,16.01459806563439,19891.0
3582,15.897189220422355,83297.0
3583,15.86973992710584,271804.0
3586,15.825093317650557,22988.0
3588,15.772606201194165,73822.0
3589,15.668074240724344,8211.0
3591,15.571797241775162,
3592,15.564780149472307,14303.0
3594,15.342649318869116,28265.0
3595,15.326952106028521,8131.0
3596,15.274072788572639,9213.0
3597,15.25869788102821,26088.0
3598,15.16478402455469,12834.0
3600,14.94651775277637,21863.0
3601,14.74636078413932,21722.0
3602,14.71194382903892,16162.0
3603,14.54582971984351,10.0
3604,14.395290252464477,32785.0
3605,14.17962019594604,5694.0
3606,14.089725859126855,8366.0
3607,14.040052331310306,11409.0
3608,13.973845898444582,5.0
3610,13.55356380632617,3358.0
3613,13.508974528086721,9117.0
3615,13.19960586041346,12373.0
3616,12.963808345977732,14060.0
3618,12.67161006609729,27172.0
3620,12.243291356012781,315.0
3622,12.02120585236849,4952.0
3623,11.711727142178132,17093.0
3624,11.373192022188952,
3626,10.988828836344187,30482.0
3628,10.51845695203205,863.0
3631,9.904137341377625,686.0
3632,9.336444248771908,88.0
3633,9.038958755220563,
3634,8.882530508433623,1094.0
3635,7.874739125171811,87259.0
3640,17.07231992177851,19621.0
3647,16.364708901555485,38558.0
3649,16.333931445542728,21320.0
3656,16.04396126307109,79546.0
3658,15.967109143187873,21388.0
3659,15.928422658455709,62673.0
3661,15.861789369799938,10041.0
3664,15.77547223456159,127295.0
3665,15.762441471576421,38263.0
3666,15.723495109128079,61497.0
3670,15.626064630262888,28352.0
3671,15.587299775848024,17603.0
3672,15.556802532089549,71016.0
3675,15.518178305968235,
3677,15.494525651143418,56148.0
3678,15.486879532567501,
3679,15.484481861745234,52440.0
3680,15.477494809397518,8145.0
3681,15.466443902108894,41049.0
3683,15.43046999866634,31963.0
3684,15.42780538552723,28245.0
3685,15.426979007461938,220657.0
3687,15.30746049120855,62011.0
3690,15.283892380976052,6536.0
3692,15.258929540686495,
3693,15.250253596382162,17685.0
3694,15.249884116290756,25082.0
3697,15.210163389540199,9219.0
3698,15.191375723593625,8708.0
3699,15.19123272991719,6023.0
3701,15.141739047387803,26870.0
3703,15.122814740640685,42131.0
3705,15.109519933761193,47627.0
3710,14.993625716311914,31798.0
3711,14.980442904889884,21586.0
3712,14.974217759550378,88577.0
3715,14.94158819699593,45623.0
3716,14.938898382613784,7.0
3718,14.928447753475925,6002.0
3721,14.853625924995267,8608.0
3722,14.846726200499624,10953.0
3723,14.800838800329046,17873.0
3726,14.750445206873396,85469.0
3727,14.73638118608437,20396.0
3728,14.718091741974709,2783.0
3733,14.667226074694307,5813.0
3738,14.643109082863372,2630.0
3739,14.641401195809207,5092.0
3740,14.641372735488474,41517.0
3741,14.638091748328872,3603.0
3742,14.631858516121712,5567.0
3743,14.618172911627994,25477.0
3744,14.614306112746794,47006.0
3746,14.586564165975181,7034.0
3747,14.585174699589906,11771.0
3750,14.550807331395669,3898.0
3751,14.546490951082049,25584.0
3753,14.539766794811449,10948.0
3754,14.53920003755673,39115.0
3756,14.471371153738202,6.0
3757,14.456283860516425,
3762,14.405594027634214,
3764,14.373173010810842,5571.0
3766,14.3685970765368,51279.0
3767,14.367847346717989,37.0
3768,14.363803050104218,57050.0
3771,14.341831309763663,3548.0
3772,14.333633888574239,10887.0
3774,14.328316818972699,4784.0
3775,14.311719679211237,27949.0
3788,14.102002172101656,27664.0
3790,14.099695773532396,18065.0
3795,14.048270919173186,17.0
3796,14.025977296950373,5309.0
3798,14.009594334502019,6206.0
3799,13.998103744530189,2392.0
3801,13.968913815684063,12723.0
3802,13.964634625517242,4082.0
3806,13.921481887037599,11673.0
3809,13.906601850766977,9629.0
3810,13.904253767798663,16344.0
3811,13.897030635328049,24135.0
3813,13.89443633440999,6.0
3814,13.892649361077584,1647.0
3817,13.87675898517366,
3820,13.85860740304883,40970.0
3823,13.846885186323412,7476.0
3824,13.845131494197792,19667.0
3827,13.827311650348781,9665.0
3830,13.800743053136694,3428.0
3832,13.733124105866269,719.0
3834,13.718253784775797,1948.0
3835,13.696634675368148,11.0
3840,13.643218140799183,2418.0
3841,13.627612280127103,16139.0
3842,13.605351097333346,5156.0
3843,13.584605715600034,2241.0
3846,13.548463446061788,4007.0
3849,13.497498479302934,1349.0
3857,13.36253394285606,4873.0
3860,13.337724725776482,152.0
3863,13.289811538255426,2792.0
3865,13.243757662421302,3338.0
3866,13.236390033358854,15409.0
3867,13.227508669903312,18.0
3868,13.217066100016615,8761.0
3869,13.206167617022452,1495.0
3875,13.187343675943891,3793.0
3877,13.167384543051849,2110.0
3882,13.0183219913124,54.0
3884,13.016702816737501,28554.0
3888,12.951465916423416,
3889,12.940723987881364,11623.0
3891,12.901587022069597,19847.0
3893,12.894905532896564,11739.0
3894,12.89108684285993,38.0
3895,12.856557597711038,4505.0
3896,12.85165640915851,
3899,12.838930929161776,11245.0
3900,12.836697936849546,2770.0
3902,12.816077318998726,483.0
3903,12.810489700170136,6085.0
3904,12.809642432421121,31.0
3905,12.745179556834056,23735.0
3912,12.644824227303427,5557.0
3919,12.541347737287909,2569.0
3921,12.470688220050208,556.0
3922,12.463698779688759,4490.0
3926,12.406549231245156,10704.0
3930,12.388235856454749,9107.0
3931,12.352654755857479,2738.0
3932,12.341988069093278,3063.0
3933,12.340459297316292,8407.0
3936,12.269690430420189,5928.0
3937,12.253409373019673,5546.0
3938,12.242298493934218,10273.0
3941,12.214591258895503,512.0
3945,12.166218932074466,11.0
3953,12.003129926531726,13334.0
3958,11.850154557960531,3156.0
3962,11.737028555779139,6.0
3965,11.597330949569658,723.0
3967,11.437371832969067,1208.0
3968,11.43617400187109,255.0
3973,11.105844051343766,
3977,9.82720028436401,
